,name,site,list
1761,MIR377_wt_Allele,d,['377 miRNAs']
1762,MIR7_3HG_gene,c,['Huh7']
1763,MITF_wt_Allele,c,['WS2']
1764,MLANA_gene,d,['the basic patch on mLANA']
1765,MLC1_gene,c,['VL']
1766,MLN_gene,d,['mln']
1767,MLST8_gene,d,['gBl']
1768,MMADHC_wt_Allele,c,"['cblD', 'My011']"
1769,MME_wt_Allele,c,['SFE']
1770,MMP10_gene,d,['Stem-loop SL2']
1771,MMP11_wt_Allele,c,['SL-3']
1772,MMP8_wt_Allele,c,['HNC']
1773,MPG_gene,d,"['that AAG levels', 'MPG']"
1774,MPI_gene,d,['//bioinf.mpi-inf.mpg.de/publications/beggel/linkageinformation.zip.']
1775,MPLKIP_gene,d,['The conserved murine gammaherpesvirus 68 ORF20']
1776,MRGPRF_gene,c,['RTA']
1777,MRLN_gene,c,['M1']
1778,MS_gene,c,['multiple sclerosis']
1779,MS4A2_wt_Allele,c,['APY']
1780,MSLN_wt_Allele,c,['SMR\t']
1781,MT_TA_gene,c,['trnA']
1782,MT_TP_gene,d,"['MTTP,']"
1783,MT1G_wt_Allele,c,['MT1']
1784,MT4_gene,c,['MT4']
1785,MTA2_gene,d,['(PID-2']
1786,MTCP1_gene,d,"['p13,']"
1787,MTPN_gene,c,['V-1']
1788,MTTP_gene,d,['MTP-SDME']
1789,MUC1_wt_Allele,c,['MCD']
1790,MVD_gene,d,['MVD']
1791,MX2_gene,c,"['MX2','MXB']"
1792,MYBL1_gene,d,['a sparse signal for c-myb mRNA.']
1793,MYL4_gene,c,['GT1']
1794,MYOD1_gene,d,['MyoD']
1795,NAA50_gene,c,['San']
1796,NANOS3_wt_Allele,d,['nos. 3']
1797,NAT1_wt_Allele,d,['nati-HBsAg']
1798,NBAS_wt_Allele,c,['NAG']
1799,NBL1_wt_Allele,c,"['NB', 'NO3']"
1800,NCKIPSD_gene,c,"['WISH','ORF1']"
1801,NCKIPSD_wt_Allele,c,['WISH']
1802,NCOA3_gene,d,['consistent with Src homology (SH) 3-binding sites']
1803,NCOA3_wt_Allele,c,['AIB-1']
1804,NDRG1_wt_Allele,c,"['DRG-1', 'RTP']"
1805,NDUFB3_gene,c,['B12']
1806,NDUFS3_gene,c,['CI-30']
1807,NDUFS4_gene,c,['CI-18']
1808,NDUFS7_gene,c,['CI-20']
1809,NECTIN1_gene,d,['(PRR']
1810,NELFCD_gene,c,['TH1']
1811,NELFE_wt_Allele,c,['RD']
1812,Neomycin_resistance_gene,d,"['implanted with 2F5 neo-organs,']"
1813,NES_gene,c,['NES']
1814,NEURL1_wt_Allele,c,['neu-1']
1815,NEUROD1_gene,c,['BETA2']
1816,NF1_wt_Allele,c,['WSS']
1817,NF2_wt_Allele,c,['SCH']
1818,NHS_gene,c,['NHS']
1819,NINL_gene,c,['NLP']
1820,NIPBL_gene,c,['SCC2']
1821,NISCH_gene,c,['I-1']
1822,NKRF_gene,d,"['(NRF,', 'NRF', '(NRF', 'NRF,', 'NRF']"
1823,NKS1_gene,c,['EC-1']
1824,NLGN4X_gene,c,['NL4']
1825,NLRC4_gene,c,['CLAN']
1826,NLRP1_wt_Allele,c,['NAC']
1827,NLRP3_wt_Allelev,c,['AII']
1828,NLRP5_gene,c,['MATER']
1829,NMS_gene,c,['NMS']
1830,NMUR1_gene,c,['FM3']
1831,NNT_gene,c,['NNT']
1832,NOB1_gene,c,['ART-4']
1833,NOC2L_gene,c,['NIR']
1834,NOCT_gene,c,['NOCT']
1835,NOD2_gene,c,['BLAU']
1836,NODAL_gene,c,['NODAL']
1837,NOG_gene,c,['NOG']
1838,NOL3_gene,c,['MYP']
1839,NOM1_gene,c,['SGD1']
1840,NOMO1_gene,c,['PM5']
1841,NOS1_gene,c,['synthase 1']
1842,NOTCH1_wt_Allele,c,['hN1']
1843,NPAT_gene,c,"['p220', 'E14']"
1844,NPBWR2_gene,d,['vGPCR-SVEC']
1845,NPC2_gene,c,['HE1']
1846,NPCDR1_gene,c,['NPCR']
1847,NPDC1_gene,c,['CAB-']
1848,NPL_gene,c,['NPL']
1849,NPM1_gene,c,['NPM']
1850,NPNT_gene,c,['POEM']
1851,NPPA_gene,c,['PND']
1852,NPPA_wt_Allele,c,"['ANP', 'ANF']"
1853,NPPB_gene,c,['NPPB']
1854,NPR2_gene,c,['GCB']
1855,NPRL3_gene,c,"['HS-40', 'MARE']"
1856,NPS_gene,c,['NPS']
1857,NPTX1_gene,d,"['(NP1', '(NP1']"
1858,NPTXR_gene,c,['NPR']
1859,NPW_gene,c,['NPW']
1860,NPY4R_gene,c,['Y4']
1861,NQO_gene,d,"['NQO', 'NQO-treated', '4-NQO.', 'NQO', 'NQO-treated', 'NQO']"
1862,NQO1_2_Allele,c,['NQOC609T']
1863,NR0B1_wt_Allele,c,"['GTD', 'AHC', 'AHX', 'HHG']"
1864,NR1D2_gene,c,['RVR']
1865,NR2E3_gene,c,['PNR']
1866,NR2F1_gene,d,['ear.']
1867,NR2F6_gene,c,['EAR-2']
1868,NR3C1_gene,d,"['g/gcr,']"
1869,NR3C1_wt_Allele,c,['GCR']
1870,NR3C2_wt_Allele,c,['MLR']
1871,NR4A1_gene,c,"['N10', 'HMR']"
1872,NR4A1_wt_Allele,c,"['HMR', 'N10']"
1873,NR5A2_gene,c,"['FTF','CPF','FTZ-F1']"
1874,NR6A1_gene,c,['RTR']
1875,NRG1_gene,d,['NDF']
1876,NRG1_wt_Allele,c,['HRG']
1877,NRIR_gene,d,['NRIR.']
1878,NRK_gene,c,['NRK']
1879,NRXN3_gene,c,['NRXN3']
1880,NSD1_wt_Allele,c,['STO']
1881,NSD2_wt_Allele,d,['WHS facial']
1882,NSUN2_gene,c,['SAKI']
1883,NT5C_gene,d,"['CDN', 'CDN', 'CDN$429,000', 'CDN', 'CDN$0.686', 'CDN$0.8']"
1884,NT5C1A_gene,c,['CNI']
1885,NT5C2_gene,c,"['cN-II', 'GMP']"
1886,NT5C2_gene,d,"['NT5C2,', 'cN2/cN3', 'cN2/cN4', 'cN2']"
1887,NT5C2_wt_Allele,c,['cN-II']
1888,NT5C3A_gene,d,"['(cN)2/cN3', 'cN2/cN3', 'cN2/cN3', 'cN2/cN3', 'cN2/cN3']"
1889,NT5E_gene,c,['eN']
1890,NT5E_wt_Allele,c,['eNT']
1891,NT5M_gene,c,['mdN']
1892,NTF3_wt_Allele,c,['NT-3']
1893,NTF4_gene,c,['NT4']
1894,NTM_gene,c,['NTRI']
1895,NTS_gene,c,['NTS']
1896,NTSR1_gene,c,['NTR']
1897,NUB1_gene,c,"['NUB1', 'BS4']"
1898,NUBPL_gene,c,['IND1']
1899,NUCB1_gene,c,['NUC']
1900,NUCB2_gene,c,['NEFA']
1901,NUDT16L1_gene,c,['TIRR']
1902,NUMBL_gene,c,['NBL']
1903,NUP155_gene,d,"['N155,']"
1904,NVL_gene,d,"['NVL-3,']"
1905,NXT2_gene,c,['P15-2']
1906,OAS2_gene,c,['p69']
1907,OAT_gene,c,['OKT']
1908,OAZ1_gene,c,['AZI']
1909,OCA2_gene,c,"['P GENE','P-protein']"
1910,OCA2_wt_Allele,c,['PED']
1911,OCM_gene,c,['OCM']
1912,ODAM_gene,c,['APIN']
1913,OED_gene,c,['OED']
1914,OFCC1_gene,c,['Opo']
1915,OGA_gene,d,['(oGA']
1916,OGFOD1_gene,c,['7-60']
1917,OGG1_wt_Allele,c,['MMH']
1918,OGN_gene,c,['OIF']
1919,OLAH_gene,d,['(sAST']
1920,OLFM1_gene,c,['AMY']
1921,OLFM4_gene,c,['GC1']
1922,OMD_gene,c,['OMD']
1923,OMP_gene,c,['OMP']
1924,ONECUT2_gene,c,"['OC2', 'OC-2']"
1925,OPA1_gene,d,['p17-NPG']
1926,OPA4_gene,c,['OPA4']
1927,OPN3_gene,d,"['eros', 'Eros']"
1928,OPRD1_gene,d,"['OPrD,']"
1929,OPRM1_wt_Allele,c,['MOP']
1930,OPTN_gene,c,['OPTN']
1931,OR2H1_gene,c,['OR6-2']
1932,OR4G1P_gene,d,"['AIDS-OLB.', 'OLBs', 'pSGR-JFH1', 'pSGR-JFH1/GND']"
1933,ORAI1_gene,d,['(Orai1']
1934,OSBPL1A_gene,d,['ORp 45.1']
1935,OSCAR_gene,d,['CO']
1936,OSGEP_gene,d,['87TRH-5-Tsc3']
1937,OSR1_gene,c,['ODD']
1938,OSTC_gene,c,['DC2']
1939,OSTF1_gene,c,['OSF']
1940,OSTM1_gene,c,['GL']
1941,OTOF_gene,c,['OTOF']
1942,OTP_gene,c,['OTP']
1943,OTULIN_gene,d,['gum']
1944,OXCT1_gene,d,['Scot']
1945,OXGR1_gene,d,['gPr80']
1946,OXT_gene,c,['OT']
1947,OXT_wt_Allele,c,['OT']
1948,OXTR_gene,c,['OTR']
1949,P4HB_gene,c,"['GIT', 'DSI']"
1950,P4HB_gene,d,['PDI']
1951,P4HTM_gene,c,['PH-4']
1952,PABPC4_gene,c,['APP-1']
1953,PAF1_gene,d,"['[Pd2', '[Pd2', '(pD2']"
1954,PAGE1_gene,c,['PAGE-1']
1955,PAGE2_gene,c,['PAGE-2']
1956,PAGE4_gene,c,['PAGE-4']
1957,PAGE5_gene,c,['PAGE-5']
1958,PAGR1_gene,c,['PA1']
1959,PALLD_wt_Allele,c,['MYN']
1960,PALM_gene,d,"['W-P MCV', 'Palm']"
1961,PALM_gene,c,['PALM']
1962,PAM_gene,c,['PHM']
1963,PANX1_gene,d,"['pX1-115', 'pX1-78', 'pX1-140,']"
1964,PAOX_gene,c,['PAO']
1965,PAPSS1_gene,c,['SK1']
1966,PAQR7_gene,c,['mSR']
1967,PARP9_gene,c,['BAL1']
1968,PARPBP_gene,c,['PARI']
1969,PARVA_gene,c,['PARVA']
1970,PATE1_gene,c,['PATE']
1971,PAX5_wt_Allele,c,['ALL3']
1972,PBK_gene,d,"['pBK', '(PBK-HCVC', 'PBK-X-C']"
1973,PBK_gene,c,['SPK']
1974,PCBP2_gene,c,['PCCA']
1975,PCDH8_gene,c,['PAPC']
1976,PCDHGA5_gene,c,['ME3']
1977,PCNT_gene,d,['KEN-11']
1978,PCOLCE_gene,c,['PCPE']
1979,PCSK1_wt_Allele,c,"['PC1', 'PC3']"
1980,PCSK1N_gene,c,['PEN']
1981,PCSK6_gene,d,['PC6']
1982,PCSK7_gene,c,['LPC']
1983,PCYT1A_wt_Allele,c,['CTA']
1984,PDC_gene,c,['PDC Gene']
1985,PDCD1_gene,d,['PD-L1']
1986,PDCD1_gene,c,"['LMP1','Apoptosis 1']"
1987,PDCD10_gene,c,['Apoptosis 10']
1988,PDCD2_gene,c,"['RP8', 'Apoptosis 2']"
1989,PDCD4_gene,c,['Apoptosis 4']
1990,PDCD5_gene,c,['Apoptosis 5']
1991,PDCD6_gene,c,['Apoptosis 6']
1992,PDCD6_gene,d,['ALG']
1993,PDCD6IP_gene,d,['Alix']
1994,PDCL_gene,c,['PhLP']
1995,PDE6A_gene,c,['RP43']
1996,PDE6B_gene,d,['Rd1']
1997,PDGFB_wt_Allele,c,"['SSV', 'SIS', 'c-sis']"
1998,PDHX_gene,c,['proX']
1999,PDIA3_gene,d,"['PI-PLC-PKCalpha/PKCbeta', '(PI-PLC']"
2000,PDIA6_gene,c,['P5']
2001,PDLIM2_gene,c,['SLIM']
2002,PDLIM4_gene,d,"['rIL-2', 'RIL']"
2003,PDLIM5_gene,c,"['ENH', 'LIM']"
2004,PDLIM7_gene,c,"['ENIGMA','LMP1']"
2005,PDP1_gene,d,['PDHs']
2006,PDPR_gene,c,['PDPR']
2007,PDR_gene,c,['PDR']
2008,PDS5B_wt_Allele,c,['AS3']
2009,PDSS1_gene,c,['DPS']
2010,PDXK_gene,c,['PNK']
2011,PDYN_gene,c,['ADCA']
2012,PDZD11_gene,c,['PISP']
2013,PDZD2_gene,c,['PIN1']
2014,PDZK1IP1_gene,c,['SPAP']
2015,PEG10_gene,c,['Mar2']
2016,PELO_gene,c,['PELO']
2017,PEPB_gene,c,['PEPB']
2018,PEPD_gene,d,['D in both PR']
2019,PEPE_gene,c,['PEPE']
2020,PER1_gene,d,['per 1']
2021,PEX3_gene,d,['pEX3.']
2022,PF4_gene,d,"['(PF4', 'PF4']"
2023,PFAS_gene,d,['//purl.oclc.org/coinfection-viz']
2024,PFDN4_gene,c,['C-1']
2025,PFDN5_gene,c,['MM-1']
2026,PFDN6_gene,d,"['( bioscienceinternational.co.ke/rapid-test-laborex.html HBsAg Piazzale-milano-2,']"
2027,PFKM_gene,d,["pFK1-389/hyg-ubi/NS3-3'/5.1"]
2028,PFKP_gene,c,['PFK-C']
2029,PGAP3_gene,c,['PER1']
2030,PGC_gene,c,['PGC']
2031,PGD_gene,d,['pgD']
2032,PGLS_gene,c,['PGLS']
2033,PGM1_gene,c,['PGM1']
2034,PGM3_gene,d,['(alpha-AGM1']
2035,PGM5_gene,d,['(PGm5.3']
2036,PGP_gene,c,['PGP']
2037,PGR_AS1_gene,c,"['AT1', 'AT2']"
2038,PGS1_gene,d,"['(pGS1,']"
2039,PHB_gene,c,['PHB']
2040,PHB2_gene,c,"['p22', 'REA']"
2041,PHC3_gene,c,['PHC3']
2042,PHEX_gene,c,['PEX']
2043,PHF12_gene,c,['PF1']
2044,PHF5A_gene,c,['INI']
2045,PHF6_gene,c,['PHF6']
2046,PHGDH_gene,c,['PDG']
2047,PI15_gene,d,['PI withdrawal']
2048,PI16_gene,d,"['PI-containing regimen at least 16', 'PI cohorts at week 16']"
2049,PI3_gene,c,['ESI']
2050,PIANP_gene,c,['PANP']
2051,PIAS2_gene,d,"['Miz-1,']"
2052,PICK1_gene,c,['PICK']
2053,PIDD1_gene,c,['PIDD']
2054,PIEZO1_gene,c,['MIB']
2055,PIGA_gene,d,['pIgA.']
2056,PIGA_wt_Allele,c,['PIG-A']
2057,PIGN_gene,c,"['MCD4', 'PIG-N']"
2058,PIGR_gene,c,['PIGR']
2059,PIK3CA_wt_Allele,c,['MCM']
2060,PIK3R5_gene,c,['p101']
2061,PIM1_wt_Allele,c,['PIM']
2062,PIMREG_gene,c,['CATS']
2063,PIN1_gene,c,['PIP']
2064,PIN1_wt_Allele,c,['DOD']
2065,PITRM1_gene,c,['PREP']
2066,PKD1_gene,c,['Pc-1']
2067,PKD2_gene,c,['Pc-2']
2068,PKD3_gene,c,['PKD3']
2069,PKM_wt_Allele,c,"['PK2', 'TCB']"
2070,PLA2G6_wt_Allele,c,['GVI']
2071,PLAAT1_gene,c,['A-C1']
2072,PLAC8_gene,c,['C15']
2073,PLAUR_wt_Allele,c,"['MO3', 'PLAUR']"
2074,PLB1_gene,c,['PLB']
2075,PLEC_wt_Allele,c,['PCN']
2076,PLEKHG5_wt_Allele,c,['Tech']
2077,PLN_gene,c,['PLN']
2078,PLOD1_gene,c,['LLH']
2079,PLOD2_gene,c,['TLH']
2080,PLP1_gene,c,['PLP1']
2081,PLP1_wt_Allele,c,['PMD']
2082,PLPP6_gene,c,['PDP1']
2083,PLVAP_gene,c,"['PV1', 'PV-1', 'gp68']"
2084,PLXNB1_gene,c,['SEP']
2085,PMCH_gene,c,['MCH']
2086,PMEL_gene,c,['PMEL17']
2087,PMEL_wt_Allele,c,['P1']
2088,PMM2_gene,c,['CDGS']
2089,PMP2_gene,d,['P3HR-MP2']
2090,PMVK_gene,c,['PMK']
2091,PNKD_gene,c,['MR-1']
2092,PNMA1_gene,c,['MA1']
2093,PNMA2_gene,c,"['MM2', 'MA2']"
2094,PNMA3_gene,c,['MA3']
2095,PNN_gene,c,"['PNN', 'memA']"
2096,PNP_wt_Allele,c,['NP']
2097,PNPLA6_gene,c,['sws']
2098,PNPT1_gene,c,['old-35']
2099,PNRC1_gene,d,['b4']
2100,PODXL2_gene,c,['EG']
2101,POLE3_gene,c,['p17']
2102,POLH_gene,c,['XP-V']
2103,POLK_gene,c,['POLK']
2104,POLL_gene,c,['POLL']
2105,POLM_gene,c,['Pol iota']
2106,POLR3B_gene,c,['RPC2']
2107,POMC_wt_Allele,c,['POC']
2108,PON1_wt_Allele,c,['ESA']
2109,POU2AF1_gene,c,['BOB1']
2110,POU3F4_gene,c,['BRAIN-4']
2111,PPAN_gene,c,"['SSF', 'PPAN']"
2112,PPFIA1_gene,d,['lips 1.5']
2113,PPFIBP1_gene,c,['L2']
2114,PPL_gene,c,['PPL']
2115,PPP1CA_gene,d,['PP-MS']
2116,PPP1R14B_gene,c,['PHI-1']
2117,PPP1R1A_gene,c,"['I1','INHIBITOR 1']"
2118,PPP1R2C_gene,c,['I-4']
2119,PPP1R3B_gene,c,['GL']
2120,PPP1R3C_gene,d,['PTG']
2121,PPP2R2D_gene,d,"['(b) hepatitis delta', '(B + delta']"
2122,PPP2R3A_gene,c,['PR72']
2123,PPP2R3C_gene,c,['G4-1']
2124,PPP3CA_wt_Allele,c,['CNA']
2125,PPRC1_gene,d,['(pRC/CMV']
2126,PPT1_gene,c,['INCL']
2127,PPT2_gene,c,['G14']
2128,PPY_gene,c,['PPY']
2129,PRAF2_gene,c,['JM4']
2130,PRB1_gene,c,['PMF']
2131,PRB2_gene,c,"['Ps', 'cP7']"
2132,PRCC_wt_Allele,c,['TPRC']
2133,PRCD_gene,c,['PRCD']
2134,PRD_gene,c,['PRD']
2135,PRDX3_gene,c,['SP-22']
2136,PRF1_gene,c,"['C4','PFP']"
2137,PRH1_gene,c,['Db']
2138,PRIMA1_gene,c,['PRIMA']
2139,PRKD1_gene,c,['PKD']
2140,PRKN_gene,c,['PDJ']
2141,PRKRIP1_gene,c,['C114']
2142,PRLHR_gene,c,['GR3']
2143,PRND_gene,c,['DPL']
2144,PRNT_gene,c,"['M8', 'PRNT']"
2145,PROC_gene,c,['PROC']
2146,PRODH_gene,c,['OX']
2147,PROK2_gene,c,"['BV8', 'PK2']"
2148,PROS1_wt_Allele,c,['PROS']
2149,PROS2P_gene,c,['PSB']
2150,PROZ_gene,c,['PZ']
2151,PRPF6_gene,c,['TOM']
2152,PRR4_gene,c,['LPRP']
2153,PRRC2A_gene,d,['BLV-bat2.']
2154,PRRT2_gene,c,['PKC']
2155,PRS_gene,c,['PRS']
2156,PRSS21_gene,c,['TEST1']
2157,PRTN3_gene,c,['PR-3']
2158,PRTN3_wt_Allele,c,['MBT']
2159,PRY_gene,c,['PRY']
2160,PSCA_gene,c,['PSCA']
2161,PSD_gene,c,['PSD']
2162,PSEN1_gene,c,['PS1']
2163,PSENEN_gene,c,['PEN2']
2164,PSG5_gene,d,['pSG5']
2165,PSMA1_gene,c,['NU']
2166,PSMB8_wt_Allele,c,['JMP']
2167,PSMC2_wt_Allele,c,['S7']
2168,PTAFR_gene,d,['PAF receptor-specific mRNA']
2169,PTBP1_gene,c,"['PTB-1', 'PTB', 'HNRNP-I', 'heterogeneous nuclear ribonucleoprotein I', 'PTBP1']"
2170,PTBP2_gene,c,['PTB']
2171,PTBP3_gene,d,['regulator of PC differentiation']
2172,PTCH1_gene,c,['PATCHED 1']
2173,PTCHD3_gene,c,['PTR']
2174,PTCHD3_gene,d,['(HCV-PTR']
2175,PTEN_wt_Allele,c,['DEC']
2176,PTER_gene,c,['PTER']
2177,PTFER1_gene,c,['EP1']
2178,PTFER2_gene,c,['EP2']
2179,PTFER3_gene,c,['EP3']
2180,PTFER4_gene,c,['EP4']
2181,PTGDR2_gene,c,['CRTH2']
2182,PTGDS_wt_Allele,c,['PDS']
2183,PTGES_gene,c,"['PGES', 'microsomal prostaglandin E synthase-1']"
2184,PTGES3_gene,c,['P23']
2185,PTGFR_gene,c,['FP']
2186,PTGFRN_gene,c,"['CD9P-1', 'EWI-F']"
2187,PTGS2_wt_Allele,c,['PHS-2']
2188,PTH_gene,d,['parathyroid hormone-like peptide gene']
2189,PTHLH_wt_Allele,c,"['PLP', 'HHM']"
2190,PTK7_gene,c,['COLON CARCINOMA KINASE-4']
2191,PTLAH_gene,c,['FPAH']
2192,PTMA_gene,d,"['28 env gene sequences', 'sequences of E6 open reading frame of 28 genital HPVs']"
2193,PTMA_gene,c,['gene sequence 28']
2194,PTMS_gene,c,['PTMS']
2195,PTP4A2_gene,d,['OV expressing aMPD-1 scFv']
2196,PTP4A3_gene,c,['PRL-R']
2197,PTPCR_gene,c,"['GP180', 'T200', 'protein tyrosine phosphatase receptor type C', 'B220', 'CD45R']"
2198,PTPN1_gene,c,['PTP1B']
2199,PTPN11_wt_Allele,c,"['NS1','SHP-2']"
2200,PTPN14_gene,c,['PEZ']
2201,PTPN23_gene,c,['HD-PTP']
2202,PTPN6_gene,c,['SHP-1']
2203,PTPRC_wt_Allele,c,"['L-CA', 'T200', 'LY5']"
2204,PTPRD_gene,d,"['PtPd', 'PTPD']"
2205,PTPRF_gene,d,"['lar', 'LAR', '(LAR)', 'Lares.']"
2206,PTPRJ_gene,c,['PTPRJ']
2207,PTPRN_gene,c,['IA2']
2208,PTPRN2_gene,c,['IAR']
2209,PTPRO_gene,c,['GLEPP1']
2210,PTPRT_gene,c,['PTPRT']
2211,PTPRU_gene,c,['PCP-2P']
2212,PTRH2_gene,d,['(PTH2']
2213,PTS_gene,c,['PTS']
2214,PTTG1_gene,c,['SECURIN']
2215,PTTG1IP_gene,c,['PBF']
2216,PTTG1IP_gene,d,"['(PBF', 'PBF,']"
2217,PTTG3P_gene,c,['PTTG3P']
2218,PUDP_gene,c,['GS1']
2219,PUM3_gene,c,"['HA-8', 'KIAAGENE', 'KIAA0020']"
2220,PURA_gene,c,['PURALPHA']
2221,PUS10_gene,c,['DOWNSTREAM OF BID']
2222,PUS3_gene,d,['(pUS3']
2223,PUS3_gene,c,['PUS3']
2224,PVALB_gene,c,['MYOGLOBIN gene']
2225,PVR_gene,c,"['PVR','PVS']"
2226,PVR_gene,c,"['PVS','PVR']"
2227,PVT1_gene,d,['c-myc promoter']
2228,PWAR1_gene,d,['Hep Par1']
2229,PWAR5_gene,c,['PAR-5']
2230,PWWP3A_gene,c,['MUM-1']
2231,PWWP3A_gene,d,"['muM', 'mum/s']"
2232,PXT1_gene,c,['PXT1']
2233,PYCR1_gene,d,['P5c']
2234,PYM1_gene,c,['PYM']
2235,PYROXD2_gene,c,['PYROXD2']
2236,PYURF_gene,c,['PreY']
2237,PYY_gene,c,['PYY']
2238,PZP_gene,d,['(PZP']
2239,PZP_gene,c,['PZP']
2240,QDPR_gene,c,['QDPR']
2241,QKI_gene,c,"['QK1', 'QKI', 'QK']"
2242,QPCT_wt_Allele,c,['GCT']
2243,QRSL1,c,['GATA']
2244,QSOX1_gene,c,['Q6']
2245,R3HCC1L_gene,c,['PSORT']
2246,rAAV__recombinant_adeno_associated_virus__gene,c,['Recombinant adeno-associated virus gene']
2247,RAB11FIP5_gene,c,['pp75']
2248,RAB27A_wt_Allele,c,['RAM']
2249,RAB34_gene,c,['RAH']
2250,RAB34_gene,d,['rah']
2251,RAB3D_gene,c,['GOV']
2252,RAB3IL1_gene,d,"['(ICAM-3)-grabbing', 'DC-SIGN', 'DC-SIGN-specific', 'DC-SIGN-Fc', 'L-SIGN', 'L-SIGN-bearing', 'ICAM-grabbing', 'Anti-DC-SIGN', 'grabbing']"
2253,RAB3IL1_gene,c,['GRAB']
2254,RAD21_gene,c,"['NUCLEAR MATRIX PROTEIN 1','kleisin']"
2255,RAD51D_gene,c,"['Homologous Recombination Repair protein','recombination repair protein', 'TRAD']"
2256,RAD9A_gene,c,['RAD9']
2257,RADIL_gene,d,['(RAdIL-12']
2258,RAE1_gene,c,['RAE1']
2259,RAET1E_gene,c,['LETAL']
2260,RAET1L_gene,c,['RAET1L']
2261,RAF1_wt_Allele,c,"['NS5','RAF']"
2262,RAI1_gene,c,['retinoic acid induced 1']
2263,RAI1_wt_Allele,c,['SMS']
2264,RALA_gene,c,['RAL']
2265,RALY_gene,c,['RALY']
2266,RAP1B_gene,c,['K-REV']
2267,RAPGEF5_gene,c,['GFR']
2268,RAPH1_gene,c,['LPD']
2269,RASA1_wt_Allele,c,['RASA']
2270,RASGRP3_gene,c,['GRP3']
2271,RAX_gene,c,['RAX']
2272,RBFOX2_gene,c,['RTA']
2273,RBFOX3_gene,c,['neuronal nuclei']
2274,RBL2_gene,c,"['RB2', 'RBL2']"
2275,RBM14_wt_Allele,c,['SIP']
2276,RBM5_AS1_gene,d,['lust']
2277,RBM8A_gene,d,['Y14']
2278,RBMS2_gene,c,['SCR3']
2279,RBMS3_gene,c,['RNA-binding protein']
2280,RBMS3_gene,d,['RIP']
2281,RBMX_gene,c,['hnRNP G']
2282,RBMX2_gene,c,['Snu17']
2283,RBP3_gene,c,['RP66']
2284,RBPJL_gene,d,['suh']
2285,RCE1_gene,c,['FACE-2']
2286,RCL1_gene,c,['RNAC']
2287,RCN2_gene,c,['ERC-55']
2288,RCOR1_gene,c,['COREST']
2289,REEP5_gene,c,['TB2']
2290,REG4_gene,c,['RELP']
2291,RELB_gene,c,['REL-B']
2292,RELT_gene,d,['reLT']
2293,REM1_gene,c,['GES']
2294,REM1_gene,d,"['(GEs', 'GES', '(GES', 'GEs', 'ges-tational']"
2295,RERG_gene,c,['RERG']
2296,RESF1_gene,c,['GET']
2297,REST_gene,c,['NRSF']
2298,REST_gene,d,['rest']
2299,RETREG1_gene,c,['JK1']
2300,RETREG1_gene,d,['(JK1']
2301,REXO1_gene,c,['REX1']
2302,REXO1L1P_gene,c,['GOR']
2303,REXO2_gene,c,['REX2']
2304,RFC1_gene,c,['RFC']
2305,RFX1_gene,c,"['enhancer factor C', 'EF-C']"
2306,RGCC_gene,c,['RGC-32']
2307,RGL4_wt_Allele,c,['hRGR']
2308,RGS19_gene,c,['GAIP']
2309,RHCE_gene,c,['RHC']
2310,RHD_gene,c,['RHD']
2311,RHO_wt_Allele,c,['RP4']
2312,RHOC_wt_Allele,c,['H9']
2313,RHOF_gene,c,['RIF']
2314,RHOG_gene,d,['rhog/ml']
2315,RICTOR_gene,c,['PIA']
2316,RIDA_gene,c,['P14.5']
2317,RIOX2_gene,c,['MINA']
2318,RIPK2_gene,c,['RICK']
2319,RIPK2_gene,d,"['rick', '""Rick"" ', 'Rick']"
2320,RIT2_gene,c,['RIBA']
2321,RLBP1_gene,c,['CRALBP']
2322,RLF_gene,c,['RLF']
2323,RN7SK_gene,c,"['7SK RNA gene', '7SK']"
2324,RNA5SP141_gene,c,['RNA5SP141']
2325,RNASE1_gene,c,['RAC1']
2326,RNASE2_gene,d,["(4'-EdNs"]
2327,RNASEL_gene,d,['(rNS4']
2328,RNF112_gene,c,['BFP']
2329,RNF128_gene,d,"['Holy Grail', '""holy grail""', 'holy grail', 'Holy Grails']"
2330,RNF2_gene,c,['DING']
2331,RNF216_gene,c,['ZIN']
2332,RNF217_AS1_gene,c,['STL']
2333,RNF24_gene,c,['G1L']
2334,RNF31_gene,c,['Paul']
2335,RNF34_gene,c,['RFI']
2336,RNF4_gene,c,['RNF4']
2337,RNF40_gene,c,['STARING']
2338,RNF5_gene,c,['NG2']
2339,RNGTT_gene,c,['HCE']
2340,RNH1_gene,c,"['RI', 'PRI']"
2341,RNR3_gene,d,['HCV-3 RNA']
2342,RNU1_1_gene,c,['U1']
2343,RNU1_13P_gene,c,['U1.1']
2344,RNU105B_gene,c,['E1-2']
2345,RNU105C_gene,c,"['E1-6', 'E1-5']"
2346,RNU11_gene,c,['U11']
2347,RNU12_2P_gene,c,['U12']
2348,RNU5A_1_gene,c,['U5A']
2349,RNU6_1_gene,c,['U6-1']
2350,RNU6_2_gene,c,"['U6-2', 'RNA, Usmall nuclear 2']"
2351,RNU6_3P_gene,c,['U6-3']
2352,RNU6_5P_gene,c,['U6-5']
2353,RNU6_6P_gene,c,['U6-6']
2354,RNVU1_1_gene,c,['U1.4']
2355,RNVU1_18_gene,c,['U1.15']
